PUESTO;SALARIO;JORNADA;AÑOS DE SERVICIO;MES COMPLETO;CARGO ADMINISTRATIVO
TECNICO ESPECIALIZADO D;1076814.00;1.000;7; ;ENCARGADO DE SERVICIOS ADMINISTRATIVOS DE CENTRO                                                                                                                                                                                                                
PROFESOR INTERINO LICENCIADO           ;35682.75;0.031;7; ;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL A;784828.00;1.000;7; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TECNICO ASISTENCIAL A;655841.50;1.000;6; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TECNICO ASISTENCIAL A;611456.00;1.000;5; ;TÉCNICO EN INSPECCIÓN DE SERVICIOS CONTRATADOS                                                                                                                                                                                                                  
TRABAJADOR OPERATIVO C;1061183.00;1.000;7; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
TECNICO ASISTENCIAL B;773008.00;1.000;7; ;SECRETARIA DE DIRECCIÓN                                                                                                                                                                                                                                         
TECNICO ASISTENCIAL A;1013174.00;1.000;7; ;OFICIAL DE TRÁNSITO                                                                                                                                                                                                                                             
PROFESIONAL C;1429348.00;1.000;7; ;PROFESIONAL EN INGENIERÍA ELÉCTRICA DE INFRAESTRUCTURAS DE OEPI                                                                                                                                                                                                 
TRABAJADOR OPERATIVO C;823302.00;1.000;7; ;AUXILIAR DE INSTALACIONES DEPORTIVAS                                                                                                                                                                                                                            
TRABAJADOR OPERATIVO C;1268851.00;1.000;7; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
TECNICO ESPECIALIZADO D;1076814.00;1.000;7; ;TÉCNICO EN COMPUTACIÓN E INFORMÁTICA                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;181307.10;0.156;6; ;PUESTO NO ADMINISTRATIVO 
PROFESIONAL B;1431617.00;1.000;7; ;PROFESIONAL EN ARQUITECTURA DE SERVICIOS GENERALES                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;138597.95;0.125;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;1176513.00;1.000;7; ;TÉCNICO EN BIBLIOTECOLOGÍA                                                                                                                                                                                                                                      
TECNICO ASISTENCIAL A;639836.00;1.000;7; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESIONAL C;2098015.00;1.000;7; ;PROFESIONAL COORDINADOR DE DESARROLLO Y MANTENIMIENTO DE TIC                                                                                                                                                                                                    
PROFESOR INTERINO LICENCIADO           ;153752.85;0.125;7; ;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;870225.00;1.000;7; ;CAJERO A                                                                                                                                                                                                                                                        
TECNICO ESPECIALIZADO D;1076814.00;1.000;7; ;TÉCNICO EN GESTIÓN ADMINISTRATIVA DEL RECINTO DE GOLFITO                                                                                                                                                                                                        
TECNICO ASISTENCIAL A;784828.00;1.000;7; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;142731.10;0.125;6; ;PROFESIONAL EN ODONTOLOGÍA                                                                                                                                                                                                                                      
PROFESOR INSTRUCTOR                    ;157588.25;0.125;6; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO D;807610.50;0.750;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;111142.60;0.125;2; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;346081.70;0.250;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;39376.20;0.125;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;836159.00;1.000;7; ;SECRETARIA DE DIRECCIÓN                                                                                                                                                                                                                                         
PROFESOR INTERINO LICENCIADO           ;230350.60;0.375;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;773008.00;1.000;7; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
PROFESIONAL B;1344401.00;1.000;7; ;PROFESIONAL EN APOYO A LA INVESTIGACIÓN DE LANAMME                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;567528.40;0.657;2; ;PUESTO NO ADMINISTRATIVO 
PROFESIONAL C;1783028.00;1.000;7; ;PROFESIONAL EN AUDITORÍA TÉCNICA                                                                                                                                                                                                                                
TRABAJADOR OPERATIVO B;557190.00;1.000;7; ;CONSERJE                                                                                                                                                                                                                                                        
TECNICO ASISTENCIAL A;724642.00;1.000;7; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TECNICO ASISTENCIAL B;773008.00;1.000;7; ;ASISTENTE DE REGISTRO E INFORMACIÓN ESTUDIANTIL                                                                                                                                                                                                                 
PROFESOR PROFESOR SEP CONTRACTUAL      ;19354.85;0.250;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;741844.95;0.605;6; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;913699.00;1.000;7; ;TÉCNICO EN MANEJO DE ANIMALES DE LABORATORIO                                                                                                                                                                                                                    
TECNICO ASISTENCIAL B;773008.00;1.000;7; ;ASISTENTE DE BIENES INSTITUCIONALES                                                                                                                                                                                                                             
PROFESOR INTERINO LICENCIADO           ;728872.70;0.698;5; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;918056.50;0.250;6;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;136669.20;0.125;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;1033013.60;0.855;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;643197.15;0.750;6;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INVITADO I AÑO, EXBEC.MAESTRIA;1853258.00;1.000;7; ;PUESTO NO ADMINISTRATIVO 
PROFESIONAL A;391644.00;0.500;2; ;PENDIENTE                                                                                                                                                                                                                                                       
PROFESOR INTERINO LICENCIADO           ;105808.45;1.000;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO B;507762.00;1.000;4; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;32267.20;0.125;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;773008.00;1.000;7; ;SECRETARIA DE DIRECCIÓN                                                                                                                                                                                                                                         
TECNICO ASISTENCIAL B;646658.30;1.000;2; ;SECRETARIA DE DIRECCIÓN                                                                                                                                                                                                                                         
TECNICO ASISTENCIAL A;748196.00;1.000;6; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INSTRUCTOR                    ;205722.45;0.156;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INSTRUCTOR                    ;337756.60;0.250;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO BACHILLER            ;128400.50;0.250;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;347997.45;0.375;6;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO C;701268.00;1.000;7; ;MENSAJERO-CHOFER                                                                                                                                                                                                                                                
PROFESOR INTERINO BACHILLER            ;513602.05;1.000;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO B;692683.00;1.000;7; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR ADJUNTO                       ;2572152.00;1.000;13; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;612791.55;1.000;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO B;692683.00;1.000;7; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INSTRUCTOR                    ;1357698.00;1.000;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;148104.15;0.156;3; ;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL A;585178.15;1.000;6; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;110745.50;0.188;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;215869.75;0.250;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO A;955896.00;1.000;7; ;TRABAJADOR AGROPECUARIO                                                                                                                                                                                                                                         
PROFESOR INSTRUCTOR                    ;161348.35;0.125;7; ;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO B;692683.00;1.000;7; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;33559.25;0.250;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR ADJUNTO EDUCACION SUPERIOR    ;1264752.30;0.855;5; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;921278.00;1.000;2; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;996363.00;0.468;5; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;219794.20;0.250;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESIONAL C;1079361.00;1.000;5; ;PROFESIONAL EN ANÁLISIS DE LABORATORIO CLÍNICO.                                                                                                                                                                                                                 
TECNICO ASISTENCIAL A;724642.00;1.000;7; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INSTRUCTOR                    ;306991.50;0.250;6; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO A;830555.00;1.000;7; ;TÉCNICO EN GESTIÓN DE POSGRADOS A                                                                                                                                                                                                                               
TECNICO ASISTENCIAL A;639836.00;1.000;6; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;174476.15;0.250;4;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;1164865.20;0.855;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;764195.50;1.000;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;866731.75;0.950;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;712325.00;1.000;7; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
PROFESIONAL A;1099156.00;1.000;7; ;PROFESIONAL EN INFORMÁTICA                                                                                                                                                                                                                                      
PROFESOR INTERINO LICENCIADO           ;614268.35;1.000;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;502787.00;1.000;2; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
PROFESOR INTERINO LICENCIADO           ;653810.15;1.000;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;1326799.75;1.000;5; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;717207.00;1.000;5; ;TÉCNICO EN BIBLIOTECOLOGÍA                                                                                                                                                                                                                                      
PROFESOR INTERINO LICENCIADO           ;301227.60;0.500;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESIONAL B;1134505.00;1.000;5; ;PROFESIONAL EN FACTIBILIDAD DE TRANSFERENCIA DE TECNOLOGÍA                                                                                                                                                                                                      
PROFESOR INSTRUCTOR                    ;737768.45;0.500;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;221490.90;0.375;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;272552.50;0.500;2; ;ASISTENTE EN PRODUCCIÓN DE DANZA                                                                                                                                                                                                                                
PROFESOR CATEDRATICO                   ;2267918.00;1.000;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;376231.60;0.500;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INSTRUCTOR                    ;329899.70;0.250;8; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;254901.50;0.500;1; ;ASISTENTE EN COMPUTACIÓN E INFORMÁTICA                                                                                                                                                                                                                          
PROFESOR INVITADO II AÑO, EXBEC.MAESTR.;1577720.00;1.000;2; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;1141849.00;1.000;7; ;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO C;701268.00;1.000;7; ;MENSAJERO-CHOFER                                                                                                                                                                                                                                                
PROFESOR INTERINO LICENCIADO           ;336339.90;0.500;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO BACHILLER            ;437729.05;0.605;0; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO BACHILLER            ;128400.50;0.250;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INSTRUCTOR                    ;197568.05;0.125;7; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;969021.50;0.927;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO;435394.00;0.500;4; ;PROFESIONAL EN ENSAYOS BIOLÓGICOS                                                                                                                                                                                                                               
TECNICO ASISTENCIAL A;558458.00;1.000;4; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TECNICO ASISTENCIAL A;634792.00;1.000;2; ;BODEGUERO                                                                                                                                                                                                                                                       
PROFESOR INTERINO LICENCIADO           ;306395.80;0.500;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;612791.50;1.000;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;180145.90;0.250;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;153197.85;0.250;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;122558.30;0.375;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO C;1265342.00;1.000;7; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;516812.20;0.875;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO;557641.60;0.677;0; ;PROFESIONAL EN PREVENCIÓN Y ATENCIÓN DEL HOSTIGAMIENTO SEXUAL                                                                                                                                                                                                   
PROFESOR INTERINO LICENCIADO           ;889141.00;1.000;2; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO D;997595.00;1.000;7; ;TÉCNICO ESPECIALIZADO EN ENSAYOS DE INFRAESTRUCTURAS CIVIL Y VIAL                                                                                                                                                                                               
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;30203.30;0.125;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;78752.35;0.250;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;671517.50;0.500;6; ;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO C;731052.00;1.000;7; ;CHOFER                                                                                                                                                                                                                                                          
TRABAJADOR OPERATIVO C;701268.00;1.000;7; ;CHOFER                                                                                                                                                                                                                                                          
PROFESOR INTERINO LICENCIADO           ;315501.70;0.500;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;423937.00;0.500;1; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;136669.20;0.125;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;666855.75;0.750;2; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;556134.10;0.750;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INSTRUCTOR                    ;1674591.00;1.000;6; ;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;627499.00;1.000;5; ;SECRETARIA DE DIRECCIÓN                                                                                                                                                                                                                                         
TECNICO ASISTENCIAL B;462153.00;1.000;1; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL A;666851.00;1.000;6; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TRABAJADOR OPERATIVO B;664988.00;1.000;6; ;PENDIENTE                                                                                                                                                                                                                                                       
TECNICO ASISTENCIAL A;507858.00;1.000;3; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INSTRUCTOR                    ;1235966.00;1.000;7; ;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;805838.00;1.000;7; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
TECNICO ESPECIALIZADO B;537950.00;1.000;2; ;TÉCNICO DE LABORATORIO EN PREPARACIÓN DE MUESTRAS HISTOLÓGICAS                                                                                                                                                                                                  
PROFESOR INTERINO LICENCIADO           ;365460.10;0.500;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;555720.00;0.500;5; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INSTRUCTOR                    ;905013.30;0.677;6; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;845578.00;1.000;7; ;TÉCNICO DE LABORATORIO EN ROBÓTICA                                                                                                                                                                                                                              
TECNICO ASISTENCIAL A;588170.00;1.000;4; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;221490.90;0.375;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL A;362321.00;0.500;7; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;222285.25;0.250;3; ;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO B;583160.00;1.000;6; ;CONSERJE                                                                                                                                                                                                                                                        
TRABAJADOR OPERATIVO B;692683.00;1.000;7; ;CONSERJE                                                                                                                                                                                                                                                        
TECNICO ASISTENCIAL B;712325.00;1.000;7; ;SECRETARIA DE DIRECCIÓN                                                                                                                                                                                                                                         
TRABAJADOR OPERATIVO B;757010.00;1.000;6; ;CONSERJE                                                                                                                                                                                                                                                        
TRABAJADOR OPERATIVO B;583160.00;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
TECNICO ESPECIALIZADO B;780080.00;1.000;5; ;ENCARGADO DE SERVICIOS ADMINISTRATIVOS DE INSTITUTO                                                                                                                                                                                                             
PROFESOR ASOCIADO                      ;2054863.00;1.000;6; ;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO B;722101.00;1.000;7; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;114176.85;0.125;5; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;845578.00;1.000;7; ;TÉCNICO EN MANTENIMIENTO DE EQUIPO DE ESTRUCTURAS MICROSCÓPICAS                                                                                                                                                                                                 
TECNICO ASISTENCIAL B;773008.00;1.000;7; ;ASISTENTE DE ALMACÉN DE MATERIALES Y HERRAMIENTAS                                                                                                                                                                                                               
PROFESOR INTERINO LICENCIADO           ;188115.80;0.250;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO B;636745.00;1.000;6; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR ADJUNTO                       ;804858.00;0.500;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;799714.85;1.000;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ASISTENCIAL B;96625.95;0.125;7; ;PENDIENTE...                                                                                                                                                                                                                                                    
TECNICO ASISTENCIAL A;724642.00;1.000;7; ;ASISTENTE DE AGRONOMÍA                                                                                                                                                                                                                                          
PROFESOR INSTRUCTOR                    ;168550.85;0.125;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;26008.40;0.031;0; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;752463.10;1.000;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR ADJUNTO                       ;1321196.00;1.000;5; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;661107.50;0.500;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;307134.25;0.500;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;78752.35;0.250;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;39376.20;0.125;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESIONAL C;1740150.00;1.000;7; ;PROFESIONAL EN CONTROL DE CONSTRUCCIONES DE INFRAESTRUCTURAS DE OEPI                                                                                                                                                                                            
TECNICO ESPECIALIZADO B;656958.00;1.000;4; ;TÉCNICO EN BIBLIOTECOLOGÍA                                                                                                                                                                                                                                      
PROFESOR INTERINO LICENCIADO           ;222285.25;0.250;2; ;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO B;636745.00;1.000;6; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;92689.00;0.125;4;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;36915.15;0.063;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO BACHILLER            ;513602.05;1.000;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO;698039.80;0.855;2; ;ENCARGADO DE DIFRACCIÓN DE RAYOS X                                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;529486.50;0.464;6; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;717207.00;1.000;4; ;TÉCNICO EN SERVICIOS MULTIMEDIA                                                                                                                                                                                                                                 
PROFESOR INTERINO LICENCIADO           ;477310.40;0.391;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INSTRUCTOR                    ;153495.60;0.125;6; ;PUESTO NO ADMINISTRATIVO 
PROFESIONAL A;923781.00;1.000;3; ;PROFESIONAL EN BIBLIOTECOLOGÍA                                                                                                                                                                                                                                  
PROFESOR INTERINO LICENCIADO           ;59064.25;0.188;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;4;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INSTRUCTOR                    ;406020.50;0.250;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;59064.25;0.188;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;36915.15;0.063;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;208067.25;0.250;1; ;PUESTO NO ADMINISTRATIVO 
PROFESOR ASOCIADO                      ;2096838.00;1.000;6; ;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO C;596012.00;1.000;2; ;TÉCNICO EN EDUCACIÓN PREESCOLAR                                                                                                                                                                                                                                 
PROFESOR INTERINO LICENCIADO           ;130607.20;0.125;5; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;208067.25;0.250;1; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;208067.25;0.250;1; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;921278.00;1.000;3; ;PUESTO NO ADMINISTRATIVO 
PROFESOR ASOCIADO EDUCACION SUPERIOR   ;239322.55;0.250;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESIONAL C;1058675.00;1.000;3; ;PROFESIONAL EN ASESORÍA LEGAL                                                                                                                                                                                                                                   
TECNICO ESPECIALIZADO B;599335.00;1.000;2; ;TÉCNICO EN IMPRESIÓN                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;474787.00;0.500;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;39376.20;0.125;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESIONAL A;1180131.00;1.000;7; ;PROFESIONAL EN CONTRATACIÓN DE SERVICIOS EXTERNOS                                                                                                                                                                                                               
PROFESOR INTERINO LICENCIADO           ;552208.70;0.702;2; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;612791.55;1.000;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;186084.50;0.250;4;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;1129614.00;1.000;7; ;TÉCNICO EN COMPRAS ESPECIALIZADAS                                                                                                                                                                                                                               
TRABAJADOR OPERATIVO C;1182691.00;1.000;7; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;863478.95;1.000;2; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;147660.60;0.250;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;327896.00;0.250;5; ;PUESTO NO ADMINISTRATIVO 
